0.044362,0.034334,0.024306,-0.97348,-1.3753,1.0422,1.401,-0.63826,-0.7851,0.67613,0.77999,-1.6267,1.3738,-0.85028,0.87311,1.5501,1.0428,0.54107,1.0451,0.32543,1.0405,0.3378,0.047925,-0.95452,0.045905,-0.9573,-0.31417,-0.35482,-1.7014,-1.6944,-0.12244,0.032947,0.13438,0.015682,0.71059,0.050212,-0.39436,0.14085,0.24876,0.099848,0.17538,-2.0928,-2.041,1.4573,1.5846
0.053651,0.036437,0.017788,-0.97275,-1.3737,1.0456,1.3928,-0.64568,-0.77909,0.6705,0.78741,-1.6247,1.3763,-0.85871,0.8742,1.5515,1.0428,0.53943,1.0474,0.32815,1.0382,0.34436,0.044164,-0.96181,0.041124,-0.96511,-0.31607,-0.34825,-1.6947,-1.6912,-0.084347,0.0039745,0.083464,0.017223,0.6973,-0.0070657,-0.33827,0.19166,0.22257,0.21374,0.23803,-2.0804,-2.1157,1.3862,1.5717
0.055024,0.033361,0.0088096,-0.98191,-1.3538,1.0494,1.3837,-0.66419,-0.79416,0.66086,0.80384,-1.6065,1.3895,-0.86276,0.87894,1.5543,1.0482,0.54641,1.0543,0.31609,1.0424,0.33857,0.040827,-0.962,0.035019,-0.96756,-0.3246,-0.35111,-1.6888,-1.682,0.080701,0.08289,0.080701,0.13543,0.62138,0.028165,-0.31988,0.1398,0.19891,0.12229,0.29303,-2.1827,-2.1214,1.3394,1.5014
0.0629,0.035405,0.0050166,-0.98262,-1.3574,1.0534,1.3855,-0.68163,-0.80463,0.64535,0.80815,-1.5803,1.3993,-0.86613,0.87761,1.5533,1.0472,0.54716,1.0547,0.31539,1.0396,0.34256,0.041841,-0.95772,0.03404,-0.96426,-0.32934,-0.34746,-1.6875,-1.6895,0.03451,0.085829,0.10814,0.13715,0.58563,0.03451,-0.3158,0.1126,0.2621,0.041204,0.29334,-2.1945,-2.0785,1.3353,1.5585
0.061044,0.033473,0.0022734,-0.98667,-1.3458,1.0529,1.4012,-0.68992,-0.80964,0.64077,0.8033,-1.5729,1.3939,-0.86768,0.88384,1.5495,1.0437,0.54321,1.0513,0.32381,1.0364,0.349,0.046719,-0.95382,0.036895,-0.96289,-0.33264,-0.34322,-1.6914,-1.6967,0.11971,0.098942,0.075861,0.21666,0.57672,-0.021081,-0.35345,0.12895,0.28359,0.059704,0.20973,-2.1399,-2.1353,1.3084,1.5715
0.06749,0.03188,-0.0037306,-0.98919,-1.3576,1.053,1.4025,-0.69486,-0.80605,0.63725,0.81385,-1.5597,1.3909,-0.8671,0.88144,1.5488,1.0453,0.54679,1.0536,0.32577,1.037,0.34333,0.043786,-0.95269,0.034002,-0.96121,-0.32801,-0.34933,-1.685,-1.702,0.16575,0.11889,0.064989,0.27355,0.56881,-0.035775,-0.39431,0.10483,0.32744,-0.052179,0.13295,-2.1307,-2.0815,1.2765,1.6608
0.070622,0.033618,-0.0055627,-0.98653,-1.3631,1.0538,1.4042,-0.70138,-0.80151,0.62786,0.80853,-1.5612,1.3948,-0.85738,0.88326,1.543,1.0378,0.53756,1.0473,0.34876,1.0282,0.34725,0.049441,-0.95046,0.038617,-0.96028,-0.3108,-0.34755,-1.6996,-1.7092,0.041634,0.075391,0.080214,0.15978,0.61551,-0.011413,-0.35622,0.12603,0.36715,-0.081339,0.10433,-2.0465,-2.1068,1.3389,1.6933
0.0894,0.043208,-0.0058702,-0.97156,-1.3938,1.058,1.3856,-0.70379,-0.80123,0.61916,0.80753,-1.5569,1.3943,-0.85464,0.89053,1.5424,1.0359,0.53566,1.0482,0.35976,1.0238,0.34817,0.047276,-0.95368,0.034928,-0.96452,-0.30402,-0.3456,-1.7034,-1.7049,-0.18492,-0.0085371,0.11227,0.063948,0.61,-0.078606,-0.32022,0.15818,0.44328,0.044618,0.25241,-1.985,-2.142,1.3614,1.6731
0.092924,0.041594,-0.012628,-0.97416,-1.4159,1.0573,1.3711,-0.71606,-0.78619,0.60911,0.81949,-1.5352,1.4058,-0.85342,0.89613,1.5454,1.0409,0.54144,1.0545,0.35232,1.0273,0.33799,0.046258,-0.95317,0.030162,-0.96675,-0.30784,-0.35336,-1.6981,-1.6971,-0.025275,0.046257,0.10825,0.18455,0.61136,-0.092038,-0.36624,0.21316,0.31569,0.12017,0.29185,-2.0663,-2.1951,1.3028,1.5508
0.090104,0.043798,-0.0068495,-0.97277,-1.4228,1.0604,1.3664,-0.72894,-0.77524,0.59658,0.83028,-1.527,1.4084,-0.857,0.89467,1.5456,1.0422,0.54278,1.0542,0.3485,1.0298,0.33619,0.048422,-0.9506,0.030829,-0.96467,-0.31474,-0.3537,-1.6985,-1.6963,0.06845,0.073203,0.07558,0.22294,0.5533,-0.07653,-0.38313,0.2467,0.25621,0.066073,0.34415,-2.0445,-2.237,1.3043,1.5301
0.087671,0.044709,-0.0026214,-0.97909,-1.3927,1.0678,1.3743,-0.73297,-0.77594,0.60103,0.82239,-1.5412,1.4057,-0.8655,0.88647,1.5441,1.041,0.54144,1.0526,0.34634,1.0297,0.33704,0.05169,-0.94792,0.0356,-0.96074,-0.31587,-0.35258,-1.6984,-1.7039,0.13229,0.11332,0.091986,0.21764,0.56851,0.0066382,-0.34424,0.18445,0.24372,-0.0099573,0.21053,-2.0725,-2.2124,1.3224,1.5476
0.085086,0.042277,-0.00416,-0.97789,-1.4009,1.0624,1.386,-0.71813,-0.78996,0.61186,0.8172,-1.5308,1.3969,-0.86905,0.88903,1.543,1.0403,0.54084,1.0516,0.35383,1.029,0.33975,0.04692,-0.95198,0.03209,-0.96455,-0.31001,-0.35073,-1.6978,-1.7023,0.1606,0.13204,0.09871,0.20583,0.52719,0.055861,-0.3512,0.13918,0.25344,0.0011109,0.14632,-2.0699,-2.2032,1.3104,1.5936
0.086475,0.042271,-0.0041063,-0.97586,-1.3947,1.0611,1.3887,-0.71499,-0.79832,0.6133,0.82055,-1.536,1.3974,-0.86716,0.88142,1.5417,1.0365,0.53633,1.0481,0.36508,1.0249,0.34166,0.047766,-0.95279,0.033159,-0.96538,-0.29952,-0.34939,-1.7063,-1.7018,0.01109,0.075255,0.11803,0.18695,0.56956,-0.036439,-0.33825,0.13229,0.30102,0.034855,0.21309,-2.0232,-2.2014,1.3395,1.6176
0.086856,0.039861,-0.0071336,-0.97595,-1.4004,1.0564,1.3868,-0.7135,-0.78219,0.61175,0.81781,-1.537,1.4071,-0.8704,0.87999,1.5436,1.039,0.53842,1.0506,0.36132,1.0272,0.3399,0.045649,-0.95552,0.030534,-0.96836,-0.30025,-0.35391,-1.7,-1.6982,0.087494,0.11136,0.13283,0.22589,0.57667,-0.0031816,-0.39929,0.21635,0.22828,0.068405,0.15669,-2.0911,-2.1818,1.3021,1.5693
0.078966,0.034077,-0.0086399,-0.98389,-1.3886,1.052,1.3916,-0.71745,-0.78985,0.60967,0.83266,-1.5247,1.4119,-0.87384,0.8761,1.5461,1.0415,0.54173,1.0523,0.3468,1.0309,0.34026,0.044469,-0.95508,0.029378,-0.96765,-0.3059,-0.35168,-1.6991,-1.694,0.13074,0.14231,0.16083,0.25808,0.52665,0.026549,-0.37399,0.20946,0.28817,0.063593,0.11684,-2.2007,-2.1336,1.2629,1.5222
0.085892,0.040266,-0.0039107,-0.97798,-1.3712,1.0585,1.3895,-0.72161,-0.79403,0.60588,0.82169,-1.5443,1.4148,-0.87441,0.87094,1.5467,1.0421,0.54184,1.053,0.33638,1.0313,0.34569,0.046565,-0.95431,0.032716,-0.96564,-0.31727,-0.34623,-1.6966,-1.6963,0.14965,0.15423,0.16341,0.25741,0.47524,0.051055,-0.3502,0.24366,0.2941,0.09462,0.11755,-2.2579,-2.1203,1.2456,1.4818
0.080926,0.040487,0.0029367,-0.97482,-1.3619,1.0565,1.3692,-0.71414,-0.80873,0.60952,0.81461,-1.5511,1.4479,-0.87012,0.85866,1.5442,1.0403,0.53938,1.0496,0.33604,1.031,0.34562,0.051822,-0.9495,0.037711,-0.9616,-0.32034,-0.33923,-1.7104,-1.6946,0.16949,0.16267,0.1513,0.24908,0.41508,0.073981,-0.30805,0.24453,0.28774,0.11036,0.094447,-2.2705,-2.1204,1.2769,1.4634
0.068495,0.039533,0.012019,-0.97921,-1.3731,1.0583,1.3638,-0.70479,-0.7953,0.62312,0.80848,-1.5519,1.4456,-0.8735,0.85844,1.5448,1.0419,0.54267,1.0487,0.33063,1.0351,0.34972,0.04472,-0.95369,0.032661,-0.96424,-0.32083,-0.33389,-1.7049,-1.6933,0.16136,0.16365,0.16593,0.21845,0.41483,0.11113,-0.29989,0.20475,0.20932,0.090577,0.16821,-2.355,-2.0193,1.2688,1.4972
0.053251,0.032992,0.014181,-0.985,-1.375,1.051,1.3701,-0.68329,-0.79616,0.64364,0.81078,-1.5515,1.433,-0.88081,0.86287,1.5416,1.0385,0.53885,1.0433,0.32939,1.034,0.36283,0.044742,-0.95429,0.03569,-0.96233,-0.32364,-0.31987,-1.7084,-1.7003,0.15193,0.16112,0.16112,0.18869,0.47127,0.13355,-0.30524,0.19328,0.15882,0.12207,0.20707,-2.3361,-2.0489,1.2639,1.4775
0.055384,0.037371,0.017917,-0.97641,-1.3734,1.0511,1.3855,-0.66802,-0.80204,0.65342,0.80473,-1.5694,1.4193,-0.88058,0.84508,1.5405,1.0379,0.53848,1.0424,0.32346,1.0331,0.37269,0.04262,-0.95514,0.036591,-0.96092,-0.33267,-0.3078,-1.7025,-1.7087,0.14691,0.15836,0.15836,0.1973,0.46073,0.11942,-0.28145,0.17211,0.089642,0.13775,0.18127,-2.2927,-2.0613,1.2831,1.5305
-0.018246,0.17878,0.25161,-0.85694,-1.6036,1.2145,1.5127,-0.4077,-1.1705,0.94848,0.5276,-0.92441,1.3425,-1.1935,0.19871,1.3635,0.84146,0.36692,0.84025,0.50928,0.84267,0.22625,-0.1086,-1.0252,-0.11465,-1.0543,1.1419,-0.38509,-1.7225,-1.7218,-0.11907,0.027894,0.55869,0.69874,-0.74496,-0.64295,-0.99048,1.5788,0.41173,0.75752,-0.38015,-0.9559,-2.0884,1.5753,0.31318
0.0096509,0.15901,0.24633,-0.87425,-1.6004,1.1915,1.5017,-0.36719,-1.1998,0.9824,0.51594,-0.89876,1.3493,-1.2021,0.18658,1.3644,0.8411,0.36695,0.83723,0.50533,0.84521,0.22833,-0.11107,-1.0209,-0.10938,-1.0482,1.1362,-0.37863,-1.7256,-1.7309,-0.0788,0.054482,0.5841,0.75596,-0.68909,-0.647,-0.97143,1.5592,0.38067,0.67003,-0.38394,-0.91356,-2.1867,1.5293,0.33683
0.011463,0.16094,0.23917,-0.87225,-1.5848,1.1941,1.4993,-0.36262,-1.2022,0.99896,0.48623,-0.88232,1.3599,-1.2246,0.17876,1.3599,0.84122,0.36676,0.8405,0.50591,0.84171,0.22713,-0.11325,-1.0206,-0.10794,-1.0438,1.1408,-0.37826,-1.7299,-1.7301,-0.17054,0.064547,0.57477,0.83946,-0.59369,-0.70862,-0.98028,1.5795,0.3362,0.67229,-0.36906,-0.88799,-2.1923,1.4838,0.35187
